"","match_string","COU","Energy.Consumption","CO","NMVOC","NOX","PM10","PM2-5","SOX","TotPop","GDPperCAP","s","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","A.SOX","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"256","ESP1995","ESP",4.45356823818672,9.705,0.837,230.962,NA,NA,1029.349,39718.895,27123.587099,0.112127193825174,86.5534904506023,2059.82145919135,7.46473688893912,NA,NA,9180.19050405327,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
"257","ESP1996","ESP",4.56281862381772,7.999,0.675,196.877,NA,NA,925.646,39884.247,27729.776144,0.11440152358443,69.9203974682788,1720.92987778001,5.90027107026981,NA,NA,8091.20342979403,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
"258","ESP1997","ESP",4.82127130347094,11.175,0.891,257.593,NA,NA,1093.666,40049.974,28637.498841,0.120381384104542,92.8299677157336,2139.80759497082,7.40147662055647,NA,NA,9085.00934870653,1,6,0,0,0,3,0,0,0,1,0,0,0,7,0,1,0,0,1,0,0,0,1,0
"259","ESP1998","ESP",5.05232084940026,9.903,0.839,230.464,NA,NA,981.451,40214.066,29773.567164,0.125635663138372,78.8231601809836,1834.38359971223,6.6780401284303,NA,NA,7811.88219557574,2,11,0,0,0,4,1,0,0,3,0,0,0,13,0,1,0,0,1,0,0,0,1,1
"260","ESP1999","ESP",5.20495965557402,11.787,1.048,261.86,NA,NA,1027.401,40369.667,30990.634007,0.128932439684826,91.4199717992863,2030.98615554094,8.12828798215424,NA,NA,7968.52213850501,2,13,0,0,0,5,1,0,0,3,0,0,0,15,0,2,0,0,2,0,0,0,2,1
"261","ESP2000","ESP",5.50968488595918,12.247,1.096,280.02,22.595,10.218,950.883,40554.387,32467.837524,0.135859158368222,90.1448245896435,2061.10506912648,8.06717790073073,166.311938564791,75.2102406840024,6999.03496695305,2,17,0,0,0,8,1,0,0,5,0,0,0,19,0,2,0,0,2,0,0,1,2,1
"262","ESP2001","ESP",5.75550772952485,12.617,1.104,253.624,20.573,9.392,919.559,40766.05,33569.573358,0.141183846105395,89.3657479098655,1796.4094830698,7.81959147915443,145.717803895511,66.5231912791834,6513.20264581501,2,20,0,0,0,8,1,0,0,5,0,0,0,22,0,3,0,0,3,0,0,1,3,1
"263","ESP2002","ESP",5.8629607264788,14.869,1.445,298.342,24.162,10.908,1056.162,41423.52,33939.001707,0.141536999426384,105.053802611759,2107.87286157761,10.2093445943905,170.711546082812,77.0681874294888,7462.09121487933,2,24,0,0,0,9,1,0,0,6,0,0,0,26,0,3,0,0,3,0,0,1,3,2
"264","ESP2003","ESP",6.11317598262882,13.073,1.438,263.622,20.774,9.483,876.206,42196.231,34310.992562,0.144874929294724,90.2364547381776,1819.65231171023,9.92580294603376,143.392649792007,65.456459900722,6048.01675669851,2,27,0,0,0,10,1,0,0,6,0,0,0,29,0,3,0,0,3,0,0,2,3,2
"265","ESP2004","ESP",6.37232132723322,13.765,1.582,289.618,20.404,9.558,931.497,42859.173,34835.161845,0.148680454642305,92.5810997357774,1947.92248044144,10.640268781838,137.233909117966,64.2855177097392,6265.0938365839,2,31,0,0,0,10,1,0,0,7,0,0,0,33,0,4,0,0,4,0,0,2,4,2
"266","ESP2005","ESP",6.49941607422099,15.368,1.96,293.383,20.087,10.045,914.607,43662.613,35442.938401,0.148855408040307,103.241126421411,1970.92604066195,13.1671400173064,134.94303139165,67.4815925886955,6144.26450500439,2,35,0,0,0,12,1,0,0,8,0,0,0,37,0,4,0,0,4,0,0,2,4,2
"267","ESP2006","ESP",6.56100349442019,13.843,1.951,263.325,17.463,9.194,815.936,44360.521,36316.577278,0.147901858375834,93.5958489772559,1780.40359256923,13.1911797554451,118.071538733643,62.1628429890118,5516.73933620648,3,46,0,0,0,12,1,2,2,9,0,0,0,49,0,7,0,0,5,0,0,4,7,5
"268","ESP2007","ESP",6.73622628882426,14.232,1.804,270.484,18.212,10.257,806.062,45236.005,36897.48058,0.148912935366955,95.5726241305306,1816.39022381411,12.1144613498789,122.2996508337,68.8791740940734,5412.97502472623,5,67,0,0,0,16,1,2,2,9,0,0,0,72,0,15,0,0,7,0,0,11,15,10
"269","ESP2008","ESP",6.47698801734859,12.323,1.926,168.903,7.768,4.938,172.504,45983.168,36619.962939,0.140855628245287,87.4867419464461,1199.12141320949,13.6735750214116,55.1486660261295,35.0571720953949,1224.68659682949,5,87,0,0,0,22,1,2,2,13,0,0,0,92,0,21,0,0,8,0,0,14,21,13
"270","ESP2009","ESP",6.04373605300276,10.478,1.653,123.97,4.341,3.221,96.938,46367.55,34949.717507,0.130344088764724,80.3872281382335,951.097983612981,12.681817914917,33.3041570288291,24.7115157313657,743.708448297775,6,99,0,0,0,25,1,2,2,14,0,0,0,105,0,23,1,0,8,0,0,15,23,16
"271","ESP2010","ESP",6.22321613039724,14.203,2.107,84.395,3.033,2.356,59.695,46562.483,34860.134242,0.133653012671108,106.267713058969,631.448542111643,15.7647026272793,22.6930911573507,17.62773582813,446.641634236087,6,117,0,0,0,32,1,3,3,19,0,0,0,123,0,27,1,0,9,0,0,20,27,22
"272","ESP2011","ESP",5.91948228592182,18.44,3.12,131.703,4.903,3.625,116.871,46736.257,34447.681743,0.126657175090462,145.589856925434,1039.83844504612,24.6334248160171,38.7107954720935,28.6205656916865,922.734933228439,7,136,0,0,0,36,1,5,5,22,0,0,0,143,0,32,2,0,10,0,0,27,32,26
"273","ESP2012","ESP",5.78826140058937,19.338,5.515,147.491,6.123,4.438,137.654,46766.403,33406.674723,0.123769651486546,156.241855477003,1191.65722960796,44.5585806678908,49.4709319001805,35.8569321856934,1112.17894166053,9,151,0,0,0,39,1,8,8,22,0,0,0,160,0,35,3,0,11,1,0,35,35,32
"274","ESP2013","ESP",5.67689174280479,24.201,7.011,103.38,6.425,4.84,89.55,46593.236,33049.533284,0.121839396233496,198.630334260854,848.494027349578,57.5429640718504,52.7333538955411,39.7244253469913,734.98394417832,12,164,0,0,0,42,1,11,11,24,0,0,0,176,0,39,3,0,15,1,0,41,39,41
"275","ESP2014","ESP",5.61198272726056,26.86,7.261,114.717,6.812,5.176,115.341,46455.123,33606.525829,0.12080438851191,222.342915939283,949.609541616034,60.1054323393571,56.3886799470734,42.8461255734075,954.774916878361,13,180,0,0,0,45,1,11,11,26,0,0,0,193,0,42,4,0,15,1,0,48,42,48
"276","ESP2015","ESP",5.60895809116786,24.335,7.561,124.015,6.83,5.159,129.113,46410.149,34929.209686,0.12085628277487,201.354860841873,1026.13614412594,62.5619109441298,56.5134045428391,42.6870650126657,1068.31847741429,14,191,0,0,0,48,1,12,14,26,0,0,0,205,0,43,5,0,16,1,0,55,43,54
"277","ESP2016","ESP",5.7518739354185,24.08,7.839,91.589,5.193,3.833,82.871,46449.874,35957.241499,0.123829699417882,194.460619004964,739.636778822494,63.3046840689333,41.9366276782715,30.9538020201839,669.233636111311,14,199,0,0,0,50,1,13,15,26,0,0,0,213,0,44,6,0,17,2,0,56,44,56
"278","ESP2017","ESP",5.78064478442868,34.484,8.334,86.791,5.98,4.506,85.24,46532.869,36960.441231,0.124227130384518,277.58831660413,698.647708687769,67.0867947621743,48.1376329107034,36.2722698822123,686.162513262267,14,208,0,0,1,50,1,13,18,26,0,1,0,222,0,45,6,0,17,3,0,62,45,64
"279","ESP2018","ESP",5.87812850757261,30.876,8.474,61.203,4.94,3.711,61.297,46728.814,37647.855368,0.125792375290599,245.452078702479,486.539822931333,67.3649732777824,39.2710606552095,29.5009931359276,487.287086028821,15,213,0,0,1,51,1,14,19,26,0,1,0,228,0,45,6,0,17,4,0,65,45,66
"280","ESP2019","ESP",5.78822802250598,23.939,8.399,39.887,3.564,2.865,22.428,47105.358,38125.665981,0.122878336313801,194.8187184018,324.605631851481,68.3521624068139,29.0042989424794,23.31574536201,182.522002436007,17,218,0,0,2,51,1,14,19,26,0,2,0,235,0,47,6,0,17,6,0,68,47,69
"281","EST1993","EST",0.093224548632723,7.97,0.56,12.35,NA,NA,124.64,1511.3,11064.53583,0.0616850053812764,129.20481972462,200.210730689969,9.07838131063826,NA,NA,2020.58829742492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","EST1994","EST",0.086104623557968,8.91,0.79,14.17,NA,NA,122.73,1477,11135.538253,0.0582969692335599,152.838134076973,243.065809188632,13.5513048171502,NA,NA,2105.2552407707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","EST1995","EST",0.0768202135481451,11.94,0.98,13.98,NA,NA,89.67,1448.1,11871.902493,0.0530489700629412,225.075057740678,263.530092731548,18.4734972014962,NA,NA,1690.3249939369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","EST1996","EST",0.0850480115445075,13.1,1.02,15.35,NA,NA,99.57,1425.2,12658.918047,0.0596744397589865,219.524474011124,257.229059242042,17.0927453046829,NA,NA,1668.5535784189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","EST1997","EST",0.092197402956798,11.47,0.95,14.13,NA,NA,93.57,1406,14506.334993,0.0655742553035548,174.916206778153,215.480906867943,14.4873928892106,NA,NA,1426.93195015099,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"286","EST1998","EST",0.111605435326947,13.78,1.05,13.76,NA,NA,88.38,1393.1,15276.043357,0.0801130107866966,172.00701689629,171.757369556818,13.1064853222863,NA,NA,1103.1915931273,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"287","EST1999","EST",0.0876013398289266,11.6,0.93,13.37,NA,NA,84.6,1379.2,15364.417778,0.0635160526601846,182.6309966405,210.497967679611,14.6419678341091,NA,NA,1331.94675136089,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"288","EST2000","EST",0.0831948647011122,8.25,0.63,12.39,20.577,7.307,79.11,1401.3,16647.567973,0.0593697742818185,138.959598546537,208.692051635344,10.6114602526446,346.590504156617,123.076095342975,1332.49622315352,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"289","EST2001","EST",0.0944375837378019,7.28,0.52,12.97,19.747,7.047,72.93,1392.7,17756.004883,0.0678089924160278,107.3603918981,191.272566334938,7.66859942129282,291.215063023595,103.924269465097,1075.52106883632,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"290","EST2002","EST",0.0779551216249928,6.28,0.43,12.87,14.486,6.406,68.71,1383.5,19084.398265,0.0563463112576746,111.453613552114,228.408918219062,7.63137799799507,257.088701578969,113.689784779434,1219.42321451684,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"291","EST2003","EST",0.0758300399667495,5.76,0.38,15.32,10.776,4.051,84.26,1375.2,20658.800902,0.0551410994522611,104.459288211813,277.832690174475,6.8914113750849,195.425918362934,73.4660723170235,1528.07979595961,5,0,0,0,0,1,1,1,1,0,0,0,0,5,1,2,2,0,0,0,1,0,2,0
"292","EST2004","EST",0.0835190384851045,8.99,0.78,13.93,10.556,4.966,72.52,1366.3,22208.152675,0.0611278917405434,147.068707001346,227.882879702865,12.7601325318187,172.687126930613,81.2395104525791,1186.36514257371,5,0,0,0,0,1,1,1,1,0,0,0,0,5,1,2,2,0,0,0,1,0,2,0
"293","EST2005","EST",0.086180008225903,9.574,0.877,12.135,8.529,4.309,60.709,1358.9,24456.254323,0.0634189478445088,150.964346230934,191.346599280592,13.8286747069699,134.48662095296,67.944993514633,957.269113780426,6,0,0,0,0,1,1,1,1,1,0,0,0,6,1,2,2,0,0,0,1,0,2,0
"294","EST2006","EST",0.0947480491384581,7.54,0.7,10.56,4.967,2.537,61.19,1350.7,27007.521285,0.0701473673935427,107.48799677255,150.540218291529,9.97899174280969,70.8080742664796,36.1667172164403,872.306435346464,6,0,0,0,0,1,1,1,1,1,0,0,0,6,1,2,2,0,0,0,1,0,2,0
"295","EST2007","EST",0.0924101409575412,5.04,0.46,13.71,11.356,5.406,81.68,1342.9,29223.216919,0.0688138662279702,73.2410526579516,199.233101575499,6.68469925052733,165.02487975867,78.5597481485885,1186.97007561537,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"296","EST2008","EST",0.0964632420886571,4.602,0.449,11.942,6.135,3.198,61.686,1338.4,27816.693814,0.072073552068632,63.8514388137516,165.69184752582,6.22974707244122,85.1213770365855,44.3713388366749,855.875674633873,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"297","EST2009","EST",0.0849460164246501,5.4,0.422,10.314,5.201,2.896,48.527,1335.7,23795.376956,0.0635966283032493,84.9101618131555,162.178409063127,6.6355719046577,81.7810651093003,45.5370052983145,763.043596723518,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"298","EST2010","EST",0.0811563336604067,5.736,0.395,14.734,12.674,6.315,77.318,1333.3,24420.879022,0.0608687719646041,94.2355137924509,242.061725979423,6.48937028382463,208.218427790363,103.747780613551,1270.2408395057,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"299","EST2011","EST",0.0783421786765707,4.74,0.405,14.745,25.096,11.72,66.246,1329.7,26265.506505,0.0589171833320077,80.451911173169,250.266546465902,6.87405570150495,425.953831814736,198.923290917625,1124.39183704172,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"300","EST2012","EST",0.0974511623443062,5.124,0.424,12.53,5.918,3.131,35.841,1325.2,27205.479928,0.0735369471357578,69.6792591966117,170.390538199365,5.76580911384921,80.4765526786784,42.5772366402403,487.387652003466,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"301","EST2013","EST",0.0906089255640413,6.539,0.6,12.454,11.286,5.961,35.311,1320.2,27706.790638,0.068632726529345,95.2752474026242,181.45862228969,8.74218511111401,164.440501940055,86.8536090789177,514.492164097578,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"302","EST2014","EST",0.0864711912459916,6.508,0.491,12.2,7.391,3.703,40.362,1315.8,28636.583827,0.0657175796063168,99.029818794094,185.642868667478,7.47136463243703,112.466101829617,56.3471756291534,614.173562717766,7,1,0,0,0,1,1,1,1,1,0,0,0,8,1,2,3,0,0,1,1,1,2,0
"303","EST2015","EST",0.0905464063260324,5.452,0.481,8.98,5.205,3.029,29.168,1313.3,29222.748039,0.0689457140988597,79.076706525695,130.247399963452,6.97650327198447,75.4941778184598,43.9331151992535,423.057479079507,8,1,0,0,0,1,1,1,1,1,0,0,0,9,1,2,3,0,0,1,2,1,2,0
"304","EST2016","EST",0.0881737694752229,6.506,0.485,9.845,3.648,2.308,27.928,1315.9,30085.330192,0.0670064362605235,97.09515030324,146.926184250753,7.23811065125598,54.4425312490346,34.4444523362862,416.795781996447,9,1,1,0,0,1,1,1,1,2,0,0,0,11,1,3,3,1,0,2,2,1,3,0
"305","EST2017","EST",0.0911845050321588,6.175,0.447,10.241,4.049,2.325,30.744,1315.6,31835.142901,0.0693102044938878,89.0922201873542,147.756020556874,6.44926678927082,58.4185262410684,33.5448440381536,443.571047358707,9,1,2,0,0,1,1,1,1,2,0,0,0,12,1,3,3,1,0,2,2,2,3,0
"306","EST2018","EST",0.0951421637817889,6.099,0.348,9.057,2.993,1.824,23.582,1319.133,33062.362931,0.0721247696644606,84.5617951831779,125.574057874085,4.82497208128315,41.4975328714956,25.2895088398289,326.961182818446,9,1,2,0,0,1,1,1,1,2,0,0,0,12,1,3,3,1,0,2,2,2,3,0
"307","EST2019","EST",0.101439485628041,6.354,0.441,5.767,1.614,1.153,11.249,1324.82,34268.970879,0.0765685041198359,82.9845126666635,75.318175094216,5.75954832955597,21.0791632741572,15.0584109387257,146.914193104705,9,2,3,0,0,1,1,2,1,2,0,1,1,14,1,3,3,1,0,2,2,4,3,1
"308","FIN1990","FIN",1.13240973614333,3.579,0.35,55.805,7.817,2.539,69.807,4986.4,31057.84574,0.22709965829924,15.7596009910508,245.729123583568,1.54117360907175,34.4210117203253,11.1801136955233,307.384874652775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","FIN1991","FIN",1.14483402957174,3.769,0.356,50.879,6.974,2.143,59.521,5013.7,29070.521172,0.228341151160169,16.5060041996383,222.820108164871,1.55907070710301,30.542019975664,9.38508012730828,260.666987521006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","FIN1992","FIN",1.14950890217009,3.959,0.362,45.953,4.899,1.723,49.234,5042,27954.95359,0.227986692219375,17.3650486414818,201.56001015964,1.58781197479576,21.488096310841,7.55745865351685,215.951201014073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","FIN1993","FIN",1.14062698479882,4.898,0.419,50.611,4.719,1.651,50.073,5066.4,27636.151311,0.225135596241675,21.7557777702207,224.802300679591,1.86110062999642,20.9607013674298,7.33335832965176,222.412629703605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","FIN1994","FIN",1.19580142768882,6.013,0.507,51.446,4.512,1.576,46.984,5088.3,28607.726942,0.235010008782662,25.586144314223,218.909825443126,2.15735492554649,19.1991822959877,6.70609736225102,199.923400043148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","FIN1995","FIN",1.13891426273244,6.703,0.522,39.269,3.635,1.329,37.254,5107.8,29700.255883,0.222975500750311,30.0615985946637,176.113518605677,2.3410643691503,16.3022394288532,5.96029606628496,167.076651356945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","FIN1996","FIN",1.15546696082829,6.995,0.618,46.978,3.855,1.415,46.435,5124.6,30688.480662,0.225474565981401,31.0234547721759,208.35165951212,2.74088563962898,17.0972720724429,6.27565239494337,205.943405624873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","FIN1997","FIN",1.17753680942291,7.128,0.631,42.29,3.575,1.231,40.219,5139.8,32535.722596,0.229101678941381,31.1128230615185,184.590528517342,2.75423559930109,15.6044251465949,5.37316009942891,175.550874117735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","FIN1998","FIN",1.23209611685729,7.759,0.608,35.235,2.807,1.001,34.51,5153.5,34220.043078,0.239079483236109,32.4536421736255,147.377765432104,2.543087310422,11.7408652637411,4.18689210153359,144.345301122802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","FIN1999","FIN",1.21976077772305,8.464,0.61,35.006,2.351,0.832,33.87,5165.5,35635.757236,0.236136052216252,35.8437431326612,148.245046325843,2.58325653484444,9.95612477609716,3.52339251965667,143.434260385543,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"318","FIN2000","FIN",1.23591649529523,9.051,0.598,33.028,2.191,0.754,28.668,5176.2,37615.221205,0.238769076792865,37.9069187751303,138.326120130925,2.50451192437608,9.17623014432775,3.15786286116984,120.065799076946,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"319","FIN2001","FIN",1.25180536447344,10.666,0.751,43.233,2.498,0.862,37.539,5188,38509.197764,0.241288620754325,44.2043224693131,179.175461589707,3.11245510729928,10.3527468149582,3.57248508986948,155.577166808133,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"320","FIN2002","FIN",1.26133251103329,13.4,0.874,47.779,2.426,0.84,39.697,5200.6,39071.714225,0.242535959511074,55.2495391900358,196.997592011994,3.60358934717099,10.0026404533602,3.46340394922612,163.674698300511,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
"321","FIN2003","FIN",1.32059221512588,16.289,1.009,58.887,3.219,1.011,51.352,5213,39759.826204,0.253326724558964,64.3003616312443,232.454748319669,3.98299864239213,12.7069104359368,3.99089358519172,202.710551322221,4,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0
"322","FIN2004","FIN",1.3463215043892,16.96,0.965,50.407,2.873,0.862,39.336,5228.2,41226.866034,0.257511477064611,65.8611421647224,195.746615159031,3.74740578944322,11.1567842829745,3.34742361709851,152.754356615066,5,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"323","FIN2005","FIN",1.26539341041712,15.351,0.787,32.552,1.823,0.669,25.166,5246.1,42228.332285,0.241206498240049,63.6425639939546,134.954904770452,3.26276450154663,7.55783949977065,2.77355711757903,104.333839194311,5,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"324","FIN2006","FIN",1.33326772729238,16.833,1.007,50.448,2.709,0.911,39.059,5266.3,43760.541177,0.253169725859214,66.4889924846729,199.265531566968,3.97756878940567,10.7003315297914,3.59837653142857,154.27990004508,5,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"325","FIN2007","FIN",1.34133854602657,16.04,0.966,46.279,2.628,0.89,38.486,5288.7,45884.392195,0.253623488953159,63.2433536270862,182.471269483038,3.80879548651903,10.3618162925176,3.50913869875977,151.744620180302,5,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"326","FIN2008","FIN",1.31102924681003,15.582,0.914,37.707,2.191,0.779,26.359,5313.4,46029.151955,0.246740175181622,63.1514506647744,152.820674510117,3.7043014958031,8.87978618961114,3.15716724861117,106.828974975792,5,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"327","FIN2009","FIN",1.21325222135257,15.394,0.904,36.894,1.84,0.667,25.81,5338.9,42110.456274,0.227247601819208,67.7410889125556,162.351548287633,3.97803978023582,8.09689512791362,2.93512448386869,113.576556114919,6,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0
"328","FIN2010","FIN",1.29544452339425,18.331,1.081,44.505,2.173,0.733,31.898,5363.4,43253.588955,0.241534199089057,75.8940144672477,184.259621071674,4.47555668752904,8.99665558001905,3.03476693058167,132.06411398594,7,0,0,0,0,3,1,1,0,1,0,0,0,7,0,0,0,0,3,0,0,1,0,0
"329","FIN2011","FIN",1.23863832114425,17.527,1.001,36.977,1.943,0.637,26.54,5388.3,44150.573094,0.229875530528042,76.2456097860399,160.856616252547,4.35453046133542,8.45240028608863,2.77106483903163,115.453784659183,8,0,0,0,0,3,1,1,0,1,0,0,0,8,0,0,0,0,3,0,0,1,0,0
"330","FIN2012","FIN",1.2284357728619,18.23,0.995,33.509,1.701,0.59,22.698,5414,43326.896934,0.226899847222368,80.3438178701553,147.681897587001,4.3851946670765,7.49669962683128,2.60026618449762,100.035325179198,9,0,0,0,0,3,1,1,0,1,0,0,0,9,0,0,0,0,3,0,0,1,0,0
"331","FIN2013","FIN",1.23541580295026,18.456,1.008,33.3,1.604,0.541,21.831,5439,42738.866336,0.227140246911245,81.253763923272,146.605458314096,4.43778684626453,7.06171637044475,2.3817883768146,96.1124252388899,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"332","FIN2014","FIN",1.20116362340357,18.519,1.017,30.653,1.354,0.44,18.715,5462.5,42399.7146,0.21989265416999,84.2183658653905,139.399836323334,4.62498396701237,6.15754994231539,2.00097634757664,85.1097098747655,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"333","FIN2015","FIN",1.19364031711527,18.549,0.928,26.609,1.268,0.427,15.977,5480.5,42490.211112,0.217797704062635,85.166187035037,122.173005057701,4.26083463089732,5.82191628445884,1.96053490020814,73.357063467507,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"334","FIN2016","FIN",1.22276502150192,20.979,1.03,26.979,1.344,0.423,17.366,5495.3,43567.153022,0.222511058814245,94.282954347512,121.247906255852,4.62898341093176,6.04014922746823,1.90102910953799,78.0455591400397,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"335","FIN2017","FIN",1.20814482690945,23.597,1.115,26.719,1.159,0.37,14.509,5508.2,44852.705058,0.219335686233152,107.583952275402,121.817842134444,5.08353209251486,5.28413784325087,1.68691199482556,66.1497463052001,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"336","FIN2018","FIN",1.22495353065699,24.391,1.217,26.519,1.178,0.336,13.502,5516.2,45299.1079,0.222064742151661,109.837337362372,119.420128306045,5.48038373047461,5.30475927239038,1.51307225426415,60.8020880270075,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"337","FIN2019","FIN",1.19602121848185,24.586,1.192,24.915,1.026,0.277,11.403,5521.6,45807.25623,0.216607725746496,113.504723413116,115.023598138688,5.50303547988424,4.73667315634331,1.27880941940263,52.6435516586577,13,0,0,0,0,3,2,1,0,1,0,1,1,13,0,1,0,0,3,0,0,3,1,0
"338","FRA1990","FRA",9.23802658949508,12.292,1.299,125.332,8.754,5.411,325.936,58256,31778.684959,0.158576397100643,77.5146883441844,790.357217666232,8.19163522283563,55.2036757049293,34.1223542654069,2055.38785064677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","FRA1991","FRA",9.84553527057715,14.563,1.546,130.015,9.435,5.965,330.774,58548,31951.628407,0.168161769327341,86.6011344805246,773.154329429747,9.19352838748136,56.1066884449461,35.4717961392796,1966.99880908199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","FRA1992","FRA",9.94470522720358,14.267,1.575,133.066,9.851,6.147,325.845,58839,32302.093968,0.169015537776026,84.4123575129891,787.300397057784,9.31866987334112,58.2845821728784,36.3694372770971,1927.89967293895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","FRA1993","FRA",9.88842992614025,12.376,1.522,87.979,7.375,4.824,223.369,59095,31959.968356,0.167331075829431,73.9611571768979,525.778009636902,9.09574024105031,44.0742997882694,28.82907419371,1334.89251110589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","FRA1994","FRA",9.87926451618076,13.08,1.572,86.257,7.37,4.89,205.666,59315,32592.358307,0.166555922046375,78.5321821001239,517.886118609357,9.43827142671214,44.2494022995347,29.3595084456885,1234.81649570368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","FRA1995","FRA",10.1552853510302,12.425,1.443,96.893,7.382,4.844,215.363,59530,33158.788796,0.170591052427855,72.8350040823782,567.98406845504,8.4588258262271,43.2730784817799,28.3953931408483,1262.45191019664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
