"","match_string","Passenger.Kilometers","COU","Country","YEA","CO","NMVOC","NOX","PM10","PM2-5","SOX","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive","GDPperCAP","TotPop","ROADpGDP","PKperCap","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","A.SOX","gas.price.usd.per.liter","Total.Rail.Transport","RAILperCAP"
"131","ESP2016",377643,"ESP","Spain",2016,179.058,24.163,259.077,14.652,10.755,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35957.241499,46449.874,0.326083399525797,8.13011893207719,22.0240320585632,31.8663235020853,2.97203524350246,1.80218765831222,1.32285887695522,0.0394828172480359,1.26,26670,0.574167327127733
"132","ESP2017",363368,"ESP","Spain",2017,165.565,22.273,244.263,13.974,9.987,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36960.441231,46532.869,0.295335821468282,7.80884582895587,21.2022370048683,31.2802948541066,2.85227810714482,1.78950901401885,1.27893420087349,0.0423878262230026,1.26,27487,0.590700736720102
"133","FIN2000",63400,"FIN","Finland",2000,288.166,43.028,99.929,9.239,4.014,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37615.221205,5176.2,0.328083556312064,12.2483675283026,23.5268903659306,8.1585566214511,3.51295794321767,0.754304602523659,0.327717141955836,0.0178799337539432,1.06,3405,0.657818476874928
"134","FIN2001",64700,"FIN","Finland",2001,277.837,40.935,97.196,9.203,3.906,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38509.197764,5188,0.322803159286836,12.4710871241326,22.2784908191654,7.79370707882535,3.28239227202473,0.737946893353941,0.313204451313756,0.0178011746522411,1.09,3282,0.632613723978412
"135","FIN2002",66000,"FIN","Finland",2002,255.227,36.885,92.154,9.145,3.78,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39071.714225,5200.6,0.327876028716509,12.6908433642272,20.1111141848485,7.26145594545455,2.90642622727273,0.720598287878788,0.297852545454545,0.0178081151515152,1.12,3318,0.638003307310695
"136","FIN2003",67260,"FIN","Finland",2003,227.892,32.136,87.027,9.101,3.646,0.14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39759.826204,5213,0.333531885738665,12.9023594859006,17.6628158786798,6.74504536128457,2.49070722569135,0.705374858757062,0.282583972643473,0.0108507285162058,1.33,3338,0.640322271244965
"137","FIN2004",68545,"FIN","Finland",2004,204.361,28.137,82.172,9.049,3.54,0.087,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41226.866034,5228.2,0.358804757167551,13.110630809839,15.5874269487198,6.26758553359107,2.14612099204902,0.690203250419432,0.270009891312277,0.00663583631191188,1.54,3352,0.641138441528633
"138","FIN2005",69450,"FIN","Finland",2005,183.91,24.664,77.326,9.037,3.451,0.068,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,42228.332285,5246.1,0.342543324199436,13.2384056727855,13.8921562419006,5.84103568898488,1.86306422462203,0.682635071274298,0.260680937365011,0.00513657019438445,1.55,3478,0.662968681496731
"139","FIN2006",69995,"FIN","Finland",2006,161.836,21.211,71.903,8.947,3.338,0.069,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,43760.541177,5266.3,0.352101993877959,13.2911152042231,12.1762544010286,5.40985454532467,1.59587812415173,0.673156455461104,0.251145216086863,0.00519143795985428,1.55,3540,0.672198697377665
"140","FIN2007",71325,"FIN","Finland",2007,143.797,18.442,66.862,8.912,3.224,0.072,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,45884.392195,5288.7,0.399660031780283,13.4863009813376,10.6624492660358,4.95777160042061,1.36746169505783,0.660818708727655,0.239057396424816,0.00533875078864353,1.56,3778,0.714353243708284
"141","FIN2008",70940,"FIN","Finland",2008,123.124,15.537,61.458,8.677,3.058,0.069,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,46029.151955,5313.4,0.462498309229931,13.3511499228366,9.22197718635466,4.6031990019735,1.16371998590358,0.649906566112207,0.229043941358895,0.00516809416408232,1.57,4052,0.762600218315956
"142","FIN2009",71870,"FIN","Finland",2009,107.644,13.211,54.665,8.514,2.881,0.066,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,42110.456274,5338.9,0.478970397145605,13.4615744816348,7.99639003200223,4.06081770557952,0.981385945457075,0.632466879087241,0.214016570196188,0.0049028440239321,1.76,3876,0.725992245593662
"143","FIN2010",72285,"FIN","Finland",2010,95.244,11.429,51.824,8.415,2.791,0.069,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,43253.588955,5363.4,0.456978779388901,13.4774583286721,7.06691111018884,3.84523540983607,0.848008557792073,0.624375887113509,0.20708652417514,0.00511965968043162,1.94,3959,0.738151172763546
"144","FIN2011",73030,"FIN","Finland",2011,83.935,9.945,48.637,8.243,2.65,0.068,1,2,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3,0,0,1,0,44150.573094,5388.3,0.475670787231313,13.5534398604384,6.19289279063399,3.58853549363275,0.733762063535533,0.608185086950568,0.195522319594687,0.00501717650280707,2.01,3882,0.720449863593341
"145","FIN2012",72810,"FIN","Finland",2012,69.908,8.11,44.529,8.033,2.517,0.045,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,43326.896934,5414,0.545552846950103,13.4484669375693,5.19821332234583,3.31108372476308,0.603042713912924,0.597317154237055,0.187158879274825,0.00334610630407911,2.08,4035,0.745289988917621
"146","FIN2013",72655,"FIN","Finland",2013,63.207,7.212,43.021,7.973,2.398,0.045,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,42738.866336,5439,0.550881018498741,13.3581540724398,4.73171664716812,3.22057971233914,0.53989495561214,0.596863904755351,0.179515821347464,0.00336872892436859,1.99,4053,0.745173745173745
"147","FIN2014",73060,"FIN","Finland",2014,58.058,6.495,41.558,7.982,2.321,0.043,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,42399.7146,5462.5,0.57223056988438,13.374828375286,4.34084074733096,3.107180057487,0.485613707911306,0.596792704626334,0.173534937038051,0.00321499452504791,1.89,3874,0.709199084668192
"148","FIN2015",73835,"FIN","Finland",2015,52.622,5.791,39.442,7.883,2.25,0.044,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,42490.211112,5480.5,0.563500329863416,13.4723109205364,3.90593717071849,2.92763433331076,0.429844592672852,0.585126044558814,0.167009209724385,0.00326595787905465,1.67,4113,0.750478970896816
"149","FIN2016",65262,"FIN","Finland",2016,47.195,5.04,36.415,7.787,2.137,0.049,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,43567.153022,5495.3,0.489403175829126,11.8759667352101,3.97399226962091,3.06627669240906,0.424386503631516,0.655693988844963,0.179943245686617,0.00412597989641752,1.45,3868,0.703874219787819
"150","FIN2017",74800,"FIN","Finland",2017,41.661,4.286,32.947,7.646,2.01,0.046,1,3,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,0,44852.705058,5508.2,0.49625449222138,13.5797538215751,3.06787593850267,2.42618536631016,0.315616914438503,0.563044080213904,0.148014465240642,0.00338739572192513,1.45,4271,0.77538941941106
"151","FRA2000",747054,"FRA","France",2000,2402.43,430.399,934.808,67.129,61.554,22.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450.372478,60903,0.700852018885491,12.2662923008719,195.856249066333,76.2094997470062,35.0879458472881,5.47263984531239,5.01814227887141,1.87041034383057,0.99,82253,1.35055744380408
"152","FRA2001",770918,"FRA","France",2001,2221.198,391.445,906.508,65.714,59.881,23.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37916.240904,61348,0.669298424487764,12.5663102301624,176.758170005111,72.1379612150709,31.150353033656,5.22937909349633,4.76520147149243,1.88925783027507,1.02,84180,1.37217187194367
"153","FRA2002",777226,"FRA","France",2002,1951.903,345.176,868.298,62.78,56.805,24.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38068.790553,61796,0.608797912433927,12.5772865557641,155.192695288114,69.036989508843,27.4443933887955,4.99153769945936,4.51647497639039,1.91845831714328,1.05,86186,1.39468574017736
"154","FRA2003",779163,"FRA","France",2003,1734.12,302.116,824.419,60.597,54.51,24.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38111.413674,62235,0.63795505121202,12.5196914919258,138.511400310333,65.8497855583492,24.1312655503406,4.84013524127814,4.35394115223644,1.94821094559162,1.24,84151,1.35214911223588
"155","FRA2004",777323,"FRA","France",2004,1568.569,265.224,796.139,57.835,51.73,24.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38902.33218,62695,0.64142978216556,12.3984847276497,126.512959805641,64.2126048052097,21.3916463040461,4.66468292460149,4.17228404408463,1.99129172171671,1.42,88567,1.41266448680118
"156","FRA2005",767290,"FRA","France",2005,1324.97,225.471,753.068,51.831,45.64,4.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39253.219162,63168,0.667938927557887,12.1468148429585,109.07962434021,61.9971580810385,18.5621500710292,4.26704454378397,3.75736360437384,0.344699417430176,1.45,90859,1.43837069402229
"157","FRA2006",765879,"FRA","France",2006,1119.011,191.48,720.924,49.441,43.236,4.19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,39935.850053,63609,0.66170876060626,12.0404188086592,92.937880133807,59.8753258882931,15.9031012992914,4.10625251377829,3.59090499151955,0.347994539607431,1.48,94590,1.48705371881338
"158","FRA2007",771178,"FRA","France",2007,973.954,162.875,692.783,47.472,41.233,4.231,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40652.384466,64003,0.677073611288086,12.0490914488383,80.8321527092318,57.496700306544,13.5176167175412,3.93988212319335,3.42208374590561,0.351146807870556,1.5,96709,1.51100729653298
"159","FRA2008",756610,"FRA","France",2008,812.213,134.975,629.391,44.101,37.964,4.126,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40529.325787,64361,0.676084475577761,11.7557216326657,69.090867016032,53.5391207504527,11.4816430856055,3.75144983677192,3.22940617226841,0.35097802831049,1.52,102721,1.59601311353149
"160","FRA2009",757177,"FRA","France",2009,703.672,116.744,587.315,42.27,36.067,0.852,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,39163.379042,64692,0.711999876092736,11.7043374760403,60.1206178000652,50.1792605691932,9.97442189606921,3.61148164828039,3.08150718260063,0.0727935264805983,1.75,101821,1.57393495331726
"161","FRA2010",763941,"FRA","France",2010,644.321,104.212,583.692,42.327,35.915,0.841,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,39730.929181,65011,0.699824673748216,11.750949839258,54.8313973605292,49.6718995472163,8.86838948557546,3.60200669554324,3.05634867745022,0.0715686826600484,1.98,102167,1.57153404808417
"162","FRA2011",764529,"FRA","France",2011,523.597,89.345,567.116,39.289,32.807,0.84,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40403.85339,65330,0.584510611266287,11.7025715597735,44.7420464233535,48.4608017223676,7.63464675636895,3.35729628307101,2.80340093050754,0.071779095364597,1.95,105596,1.61634777284555
"163","FRA2012",815772,"FRA","France",2012,469.897,78.41,541.565,37.288,30.874,0.83,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40332.198992,65651,0.61303643882542,12.4258884099252,37.8159681222204,43.5836040155828,6.31021279229981,3.00083171278249,2.4846513167895,0.0667960287923586,1.91,105956,1.61392819606708
"164","FRA2013",820574,"FRA","France",2013,420.197,70.091,528.68,35.045,28.659,0.824,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40355.646331,65991,0.596734721418384,12.4346350259884,33.7924675007982,42.5167283876896,5.63675571124603,2.81833764535557,2.30477210952333,0.0662665207525464,1.85,105215,1.59438408267794
"165","FRA2014",832529,"FRA","France",2014,365.122,62.887,516.166,32.858,26.411,0.83,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40544.300549,66312,0.493057021593823,12.5547261430812,29.0824344425239,41.1132822904668,5.00903000856427,2.6171817390145,2.10366994062669,0.0661105619143597,1.79,104589,1.57722584147666
"166","FRA2015",842236,"FRA","France",2015,344.507,58.488,506.04,31.806,25.238,0.837,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40829.893318,66581,0.443276899138506,12.6497949865577,27.2341963143347,40.0038103809384,4.62363224559387,2.51434904943508,1.99513114851419,0.0661670802482914,1.59,104849,1.57475856475571
"167","FRA2016",853942,"FRA","France",2016,319.827,54.046,483.355,30.371,23.763,0.841,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,41122.761488,66831,0.395523836990733,12.7776331343239,25.0302224706128,37.8282108211096,4.22973483679219,2.37688777575058,1.85973409552405,0.0658181363605491,1.39,104207,1.55926142059823
"168","FRA2017",860795,"FRA","France",2017,300.079,50.582,458.957,28.791,22.097,0.846,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,41886.432475,67116,0.378810501991384,12.8254812563323,23.3970947368421,35.7847780389059,3.94386760146144,2.24482804384319,1.72289831144465,0.0659624370494717,1.39,110568,1.64741641337386
"169","GBR2000",685066.07249072,"GBR","United Kingdom",2000,2716.805,433.791,813.944,37.905,31.114,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37080.558978,58886,0.276957995887648,11.6337681705451,233.527517496741,69.9639178010078,37.2872308989525,3.25818766923425,2.67445590662325,0.502846533835123,1.17,46506.213654,0.78976689967055
"170","GBR2001",697936.19970162,"GBR","United Kingdom",2001,2706.719,387.844,766.855,36.994,30.228,3.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37703.767039,59113,0.295303765001128,11.8068140629239,229.250582381891,64.9502055264934,32.8491664163594,3.13327539527955,2.56021648506542,0.282464006143085,1.18,47471.882913,0.803070101551266
"171","GBR2002",719619.46918281,"GBR","United Kingdom",2002,2461.987,332.594,723.737,35.873,28.964,2.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38340.208267,59366,0.298768591365121,12.1217442506285,203.105011052543,59.7056813801757,27.4378004619885,2.95939258066265,2.38942510262071,0.246251689384161,1.18,47992.683913,0.808420373833507
"172","GBR2003",714356.3389006,"GBR","United Kingdom",2003,2207.785,278.748,674.123,34.719,27.834,2.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322.371581,59637,0.245050078053722,11.9784083522075,184.313719743335,56.2781782168718,23.2708713715399,2.89846522001411,2.32368100849312,0.245942525365407,1.37,49224.35476,0.825399580126432
"173","GBR2004",713486.3555,"GBR","United Kingdom",2004,2003.527,237.288,637.963,33.672,26.754,2.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40038.522118,59950,0.209546610900686,11.9013570558799,168.344415732839,53.6042231994722,19.9378943834617,2.82925718822664,2.24797893840032,0.225772572605279,1.56,50018.278,0.834333244370309
"174","GBR2005",709177.5351,"GBR","United Kingdom",2005,1797.727,203.485,611.632,33.007,26.059,2.361,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,40762.023819,60413,0.223976460547607,11.7388233509344,153.143713492963,52.1033481563818,17.3343608568573,2.81178096077003,2.21989881106148,0.201127483514953,1.6,51361.639,0.850175276844388
"175","GBR2006",712903.081,"GBR","United Kingdom",2006,1569.919,172.424,580.985,31.708,24.783,2.084,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,41530.753991,60827,0.292742980737066,11.7201749387607,133.950133697066,49.5713590484539,14.7117257976895,2.70542036835439,2.11455888069026,0.177813045529537,1.63,53900.416,0.886126489881138
"176","GBR2007",713789.5654,"GBR","United Kingdom",2007,1378.447,148.373,557.746,30.736,23.746,1.676,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,42132.499715,61319,0.27336367208384,11.6405937050506,118.417241845828,47.9138791484497,12.7461711798792,2.64041515224986,2.03993031641479,0.143978910566461,1.54,57405.335,0.936175329017107
"177","GBR2008",709811.338,"GBR","United Kingdom",2008,1236.772,130.84,512.399,28.674,21.889,1.044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,41688.205956,61824,0.300736949820862,11.4811616524327,107.721852321271,44.6295432040563,11.396059385008,2.49748247329349,1.90651439833721,0.090931565254879,1.44,60221.458,0.974078966097308
"178","GBR2009",706186.1861,"GBR","United Kingdom",2009,904.744,85.304,416.302,27.461,20.857,0.48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,39637.38435,62261,0.375748754110164,11.3423521321534,79.7668763461529,36.7033217757246,7.52083862377891,2.42110275541115,1.83886020791706,0.0423192645059303,1.68,60335.555,0.96907462135205
"179","GBR2010",695783.8464,"GBR","United Kingdom",2010,773.984,72.1,398.509,27.04,20.454,0.474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,40160.359576,62760,0.345097708403762,11.0864220267686,69.81368724113,35.9456819375794,6.50345078203874,2.43901954433186,1.84495953253565,0.0427550023673559,1.92,63047.61,1.0045826959847
"180","GBR2011",696289.4127,"GBR","United Kingdom",2011,632.416,59.641,374.466,25.103,18.578,0.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,40407.703705,63285,0.289264568205384,11.0024399573359,57.479613835869,34.0348142277591,5.42070670062911,2.28158482094352,1.6885345497944,0.0409000186999397,2.05,66099.044,1.04446620842222
"181","GBR2012",703196.6883,"GBR","United Kingdom",2012,561.399,51.804,360.949,24.256,17.724,0.457,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,40731.332172,63705,0.261869050834954,11.0383280480339,50.8590610423101,32.699607986763,4.69310205083342,2.19743423953779,1.60567795438521,0.0414011975374657,2.17,69014.878,1.08335103994977
"182","GBR2013",699484.0759,"GBR","United Kingdom",2013,475.969,44.526,347.8,23.102,16.544,0.415,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,41241.561071,64106,0.285565553451875,10.911366734783,43.6213914873484,31.8750169849292,4.08069869543116,2.11724163998227,1.51621702414798,0.0380337321700564,2.05,70703.517,1.10291574891586
"183","GBR2014",716223.8557,"GBR","United Kingdom",2014,397.111,39.464,340.298,22.422,15.685,0.42,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,42152.311593,64597,0.33721272470075,11.0875714924842,35.8158682691864,30.6918426844575,3.55930061210889,2.02226429973408,1.41464702262639,0.0378802518012805,1.92,73714.966,1.14115153954518
"184","GBR2015",721385.3778,"GBR","United Kingdom",2015,353.83,36.762,331.843,22.065,15.161,0.455,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,42916.969651,65110,0.340185158008535,11.0794866810014,31.9355950494288,29.9511168300811,3.31802375493062,1.99151825669289,1.36838469475282,0.0410668845137216,1.69,76060.135,1.16817900476117
"185","GBR2016",731444.369,"GBR","United Kingdom",2016,302.764,33.973,322.803,21.759,14.626,0.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,43528.704545,65648,0.347654809638617,11.1419139806239,27.1734282392158,28.9719522661333,3.04911706005628,1.95289606775276,1.31270085421903,0.0448755932660683,1.46,78228.912,1.19164196929076
"186","GBR2017",745354.94,"GBR","United Kingdom",2017,262.576,31.55,304.024,21.038,13.833,0.483,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,44193.911872,66040,0.379455621290489,11.2864164142944,23.2647804547992,26.9371595766173,2.79539570771477,1.86401061486223,1.22563260934448,0.0427948059215922,1.46,79496.193,1.20375822228952
"187","GRC2000",40458,"GRC","Greece",2000,634.694,125.696,151.233,7.455,6.379,2.772,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,27587.574946,10805.796,0.967346175404766,3.74410177649106,169.518361916654,40.3923314664096,33.571736962183,1.9911317707252,1.70374642058431,0.740364489396411,0.72,1628,0.150659886601598
"188","GRC2001",41083,"GRC","Greece",2001,630.909,123.502,153.121,7.661,6.527,2.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,28578.35634,10862.146,1.02648174243671,3.78221762071694,166.809280498357,40.4844499590098,32.6533299732736,2.02553125394932,1.7257071523988,0.766745938709442,0.75,1797,0.165436921948941
"189","GRC2002",41811,"GRC","Greece",2002,592.474,124.986,151.684,7.798,6.622,2.993,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,29590.863974,10902.005,1.01092418916313,3.83516610018065,154.484573685633,39.5508293611729,32.5894620298486,2.03328872760757,1.72665272559853,0.780409484704982,0.78,1836,0.168409388915158
"190","GRC2003",42029,"GRC","Greece",2003,571.383,125.468,151.422,7.912,6.688,3.096,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,31230.787701,10928.091,0.890162994730823,3.84595992108777,148.567070828547,39.3717051417355,32.6233248849128,2.05722372628423,1.73896767964977,0.805000588546004,0.96,1574,0.144032475571442
"191","GRC2004",42596,"GRC","Greece",2004,558.379,122.935,152.061,7.956,6.672,3.213,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,32730.320215,10955.163,0.756353268761552,3.88821234334898,143.608154774556,39.1082036093295,31.6173575782937,2.04618454380693,1.71595566569631,0.826343758075876,1.14,1669,0.152348258077036
"192","GRC2005",42484,"GRC","Greece",2005,493.111,110.492,147.144,7.827,6.503,0.698,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,32829.958756,10987.352,0.511243498642924,3.86662773705621,127.529990868845,38.0548658951135,28.5758049426608,2.02424451803032,1.68182727746917,0.180519058845683,1.15,1854,0.16873947426095
"193","GRC2006",42309,"GRC","Greece",2006,510.422,94.377,148.829,8.01,6.629,0.724,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,34581.656934,11020.393,0.614204763748076,3.83915528239329,132.95164234196,38.7660797890992,24.5827514278522,2.0863964624548,1.72668191630622,0.188583150913517,1.16,1811,0.164331707589738
"194","GRC2007",42577,"GRC","Greece",2007,446.867,82.115,146.971,7.97,6.554,0.739,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,35622.921448,11048.499,0.63865521051494,3.85364564000956,115.959546295723,38.1381719362332,21.3083940950513,2.06817147826291,1.70072721060667,0.191766464546586,1.2,1930,0.174684362102038
"195","GRC2008",42182,"GRC","Greece",2008,397.906,72.449,141.968,7.887,6.45,0.748,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,35409.414343,11077.863,0.712043533542375,3.80777411672269,104.498320489261,37.2837242042577,19.0266013106775,2.07128883127874,1.69390300009483,0.196440223886966,1.23,1657,0.149577585496408
"196","HUN2000",64622,"HUN","Hungary",2000,477.178,65.282,71.715,4.381,3.914,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18903.726786,10210.971,0.321649511866557,6.32868313894927,75.3992559784284,11.3317412841602,10.3152580982019,0.692245117003497,0.618454094487945,0.21331451904924,0.81,9693,0.949273090678644
"197","HUN2001",64506,"HUN","Hungary",2001,465.661,63.518,72.004,4.645,4.143,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19719.061433,10187.576,0.381299405242982,6.33183006438431,73.5428770616067,11.3717518107463,10.0315389633212,0.733595177502868,0.654313201376616,0.226790672743621,0.88,10005,0.982078563143971
"198","HUN2002",64702,"HUN","Hungary",2002,431.165,60.162,72.767,4.869,4.321,1.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20712.894129,10158.608,0.365011113077165,6.36917971438607,67.6955305604154,11.4248621114649,9.4458003538685,0.76446264956261,0.678423312540571,0.244772493462335,0.94,10531,1.03665777830978
"199","HUN2003",66122,"HUN","Hungary",2003,425.291,57.001,72.976,5.05,4.469,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21620.757562,10129.552,0.296080762085547,6.52763320628593,65.152404640392,11.1795497225129,8.73226147956807,0.773634155046732,0.684627928495811,0.251239606787453,1.12,10286,1.01544471068414
"200","HUN2004",67529,"HUN","Hungary",2004,386.463,49.194,72.19,5.09,4.47,1.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22752.218975,10107.146,1.67964527374773,6.68131241005126,57.8423783055872,10.8047634311185,7.36292467419923,0.761826372965689,0.669030233233129,0.259829191251166,1.3,10544,1.04322229044678
"201","HUN2005",66638,"HUN","Hungary",2005,350.308,43.383,74.38,5.383,4.697,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23776.730099,10087.065,1.7612113108292,6.60628240226468,53.0264948830997,11.2589797818062,6.5669308937093,0.814830440514421,0.710989890227798,0.151522435622318,1.3,9880,0.979472225072407
"202","HUN2006",69630,"HUN","Hungary",2006,278.711,35.944,72.839,4.985,4.233,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24753.89654,10071.37,0.62458359052473,6.91365722836119,40.3131064780985,10.5355237603045,5.19898496739911,0.721036614246733,0.612266396811719,0.00665349734309924,1.3,9584,0.951608371055775
"203","HUN2007",70447,"HUN","Hungary",2007,247.107,32.943,69.61,4.883,4.1,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24860.943557,10055.78,0.628919258534749,7.0056226369312,35.2726677993385,9.93630453816344,4.70236575780374,0.697011565290218,0.585244197765696,0.00670889690121652,1.285,8752,0.87034521439411
