"","match_string","Passenger.Kilometers","COU","Country","YEA","CO","NMVOC","NOX","PM10","PM2-5","SOX","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive","GDPperCAP","TotPop","ROADpGDP","PKperCap","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","A.SOX","gas.price.usd.per.liter","Total.Rail.Transport","RAILperCAP"
"58","CHE2014",97720.369848966,"CHE","Switzerland",2014,91.377,11.271,44.92,3.452,1.681,0.089,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,65687.09977,8188.6485,0.63259117458441,11.9336383591219,7.6570947811698,3.76414959530459,0.944473065197641,0.289266349131599,0.140862321231234,0.00745790992836394,1.74,20010,2.44362668638176
"59","CHE2015",99158.08360765,"CHE","Switzerland",2015,81.616,10.119,41.743,3.249,1.526,0.086,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,66020.20949,8282.396,0.6511068786296,11.9721495576461,6.81715506534708,3.48667545447931,0.845211626473327,0.271379837376405,0.12746249056214,0.00718333826234866,1.6,20389,2.46172725863385
"60","CHE2016",101275.7072384,"CHE","Switzerland",2016,77.576,9.586,39.85,3.203,1.458,0.086,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,66638.74216,8373.338,0.603957527519232,12.0950219898444,6.41387837617299,3.29474390649806,0.792557467696121,0.264819692158426,0.120545460870117,0.00711036326120033,1.45,20812,2.48550816890468
"61","CHE2017",103104.041618,"CHE","Switzerland",2017,73.539,9.024,37.266,3.148,1.389,0.086,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,67066.085728,8451.84,0.601821341756048,12.1990053784738,6.02827834880423,3.05483921383944,0.739732438836664,0.258053825072896,0.113861741749127,0.00704975506870047,1.45,20864.5,2.46863404891716
"62","CZE2000",73291,"CZE","Czech Republic",2000,384.79,50.256,78.84,4.754,4.06,3.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23369.78894,10272.503,0.442591092708951,7.13467788717122,53.9323577160907,11.0502535989412,7.04390594708764,0.666323003670301,0.569051618616201,0.456222418373334,0.77,7300,0.710634983508888
"63","CZE2001",74078,"CZE","Czech Republic",2001,355.2,44.602,77.08,4.879,4.137,1.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24194.712501,10224.192,0.372728808135948,7.2453647192854,49.0244471826993,10.6385258694889,6.15593579178703,0.673396052377224,0.57098574885931,0.271069859985421,0.79,7299,0.713895044224522
"64","CZE2002",74958,"CZE","Czech Republic",2002,326.61,41.484,76.826,4.867,4.077,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24630.950357,10200.774,0.571581956134953,7.34826592570329,44.447221058993,10.4549836351557,5.64541354646602,0.662333133995037,0.554824776514848,0.284420844472905,0.81,6597,0.646715631578545
"65","CZE2003",76809,"CZE","Czech Republic",2003,332.716,41.75,81.594,5.395,4.496,2.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25511.453587,10201.651,0.672441377221816,7.52907544082816,44.1908176661068,10.8371872006405,5.54516956671744,0.716555444609356,0.597151673579919,0.321022151922301,0.95,6518,0.638916191114556
"66","CZE2004",76086,"CZE","Czech Republic",2004,311.855,37.954,81.693,5.53,4.586,2.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26725.830204,10206.923,0.968302946187659,7.45435230578305,41.8352912778304,10.9591010256683,5.09152216625923,0.7418484897353,0.615211062192782,0.346374828299556,1.08,6590,0.645640218898487
"67","CZE2005",77248,"CZE","Czech Republic",2005,283.224,35.432,85.555,5.833,4.807,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28414.532916,10234.092,1.14111007972961,7.54810490271145,37.5225309730737,11.3346331433824,4.69415839560895,0.772776753262221,0.636848594707954,0.0706137509838443,1.19,6667,0.651450074906499
"68","CZE2006",79131,"CZE","Czech Republic",2006,255.593,33.16,83.178,5.747,4.668,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30241.130161,10266.646,1.15551759157233,7.70758045032428,33.1612497134878,10.7917135002464,4.30225804501396,0.745629583374404,0.605637531789059,0.0709690938064728,1.3,6922,0.674222136421184
"69","CZE2007",81059,"CZE","Czech Republic",2007,235.62,30.557,81.934,5.753,4.615,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31752.335656,10322.689,1.03660964393567,7.85250819820301,30.0056993323382,10.434118364722,3.89136811178278,0.732632154566427,0.587710306505138,0.0727156197214375,1.335,6900,0.668430483568768
"70","CZE2008",81749,"CZE","Czech Republic",2008,222.863,29.416,79.344,5.65,4.503,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32270.821037,10429.692,1.14696592977038,7.838102985208,28.433282953871,10.1228575523615,3.75294890300799,0.72083768364139,0.574501254767642,0.072211350255049,1.37,6803,0.65227237774615
"71","CZE2009",81784,"CZE","Czech Republic",2009,224.729,29.598,76.691,5.461,4.348,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30586.624381,10491.492,1.28567138913879,7.79526877588049,28.8288969195442,9.83814698439793,3.79691847080113,0.700553137679742,0.557774224982882,0.0153939528514135,1.56,6503,0.619835577246782
"72","CZE2010",74386,"CZE","Czech Republic",2010,199.583,26.232,71.354,5.01,3.964,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31254.653428,10517.247,1.05267965564876,7.07276343324446,28.2185318205173,10.0885602457183,3.70887563928696,0.708351134218804,0.560459859489689,0.0161181695211465,1.75,6591,0.626684910984785
"73","CZE2011",74757,"CZE","Czech Republic",2011,173.729,24.137,69.607,4.712,3.653,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31867.18981,10496.672,0.765416215775948,7.12197161157365,24.3933856346295,9.77355763211472,3.3890896111936,0.661614543975815,0.512919764249502,0.0161472140401568,1.84,6714,0.639631304093335
"74","CZE2012",73275,"CZE","Czech Republic",2012,148.872,21.329,66.979,4.531,3.487,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31579.081966,10509.286,0.51968179722188,6.97240516625011,21.3515991182805,9.60629774130331,3.05905917562607,0.649847490494712,0.500114367546912,0.0163501685977482,1.93,7265,0.691293395193546
"75","CZE2013",73676,"CZE","Czech Republic",2013,126.198,18.542,63.505,4.398,3.348,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31560.282603,10510.719,0.384559764822246,7.00960609830783,18.0035794066182,9.0597102189994,2.64522709834953,0.627424699522232,0.477630262392095,0.0161207346625767,1.8,7601,0.723166512205302
"76","CZE2014",76270,"CZE","Czech Republic",2014,113.374,17.651,62.957,4.452,3.344,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32231.081439,10524.783,0.370238794578814,7.24670522898192,15.6449029479743,8.68767226079717,2.43572760892881,0.614348156758883,0.461451086298676,0.0162832620165203,1.67,7797,0.740822874922932
"77","CZE2015",79700.9,"CZE","Czech Republic",2015,101.407,16.227,60.572,4.372,3.234,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33909.30928,10542.942,0.513227532570537,7.55964511613552,13.4142540346972,8.01254543956216,2.14652933447427,0.578334026642108,0.42779785959757,0.0161383237077624,1.42,8298.112592,0.787077515175555
"78","CZE2016",82512.1,"CZE","Czech Republic",2016,99.62,15.303,58.476,4.391,3.205,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34696.158759,10565.284,0.459214005331603,7.80973800609619,12.7558696491787,7.48757512151551,1.95947674404118,0.562246774036778,0.410385085581387,0.0162617491010409,1.17,8843.373268,0.83702182241386
"79","CZE2017",85504.8,"CZE","Czech Republic",2017,92.864,14.808,59.204,4.457,3.239,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36405.974262,10589.526,0.486996354373295,8.07446905555546,11.5009419642406,7.33224681309119,1.83392863333988,0.551986758427597,0.401140926754989,0.0161001298172734,1.17,9497.566454,0.89688305727754
"80","DEU2000",900300,"DEU","Germany",2000,2487.639,346.454,999.656,61.073,52.284,19.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40319.796469,81457,0.526367691566563,11.0524571246179,225.075652585805,90.4464942707986,31.3463328646007,5.52573959902255,4.73053180939687,1.78005666777741,0.91,75404,0.925690855297887
"81","DEU2001",921300,"DEU","Germany",2001,2292.042,314.915,949.392,58.238,49.314,16.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40967.585031,81517,0.495202361941719,11.3019370192721,202.800811585803,84.0025916248779,27.863807722783,5.15292200803213,4.36332284597851,1.41878334418756,0.97,75754,0.929303090152974
"82","DEU2002",930500,"DEU","Germany",2002,2103.958,283.503,910.104,55.981,46.958,3.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40855.907046,81578,0.501946100015384,11.4062614920689,184.456405936593,79.7898593358409,24.8550324922085,4.90791834282644,4.11686160558839,0.302640790972595,1.03,71366,0.874819191448675
"83","DEU2003",925200,"DEU","Germany",2003,1903.077,248.778,849.361,52.737,43.755,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40584.295246,81549,0.460285719203475,11.3453261229445,167.741057363813,74.8643970914397,21.9277962840467,4.64834588521401,3.85665423151751,0.0727171692607004,1.25,71293,0.874235122441722
"84","DEU2004",951493,"DEU","Germany",2004,1772.566,228.085,839.676,52.065,42.954,0.828,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,41108.0769,81456,0.459506860177249,11.6810670791593,151.746924145527,71.8835012511916,19.5260414527485,4.45721265421816,3.67723254296143,0.0708839350368316,1.46,72879,0.894703889216264
"85","DEU2005",939389,"DEU","Germany",2005,1593.854,201.646,797.702,49.815,40.897,0.801,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,41469.45084,81337,0.425081550586378,11.5493440869469,138.003854418138,69.0690305869028,17.4595196473452,4.31323195715513,3.54106689454528,0.0693545879289623,1.51,76824,0.944514796464094
"86","DEU2006",945052,"DEU","Germany",2006,1473.669,182.547,802.571,48.204,39.149,0.805,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,43139.089796,81173,0.429911302769403,11.6424426841437,126.577303404469,68.934932451336,15.6794415873412,4.14036824640337,3.36261049868155,0.069143565645065,1.55,78995,0.973168418070048
"87","DEU2007",947807,"DEU","Germany",2007,1390.522,166.794,757.805,45.536,36.334,0.794,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,44522.381704,80992,0.392824274165739,11.7024767878309,118.822880421858,64.7559498505497,14.2528802256156,3.89114209116413,3.10481282370778,0.0678488848468095,1.56,79107,0.976726096404583
"88","DEU2008",950882,"DEU","Germany",2008,1314.298,145.14,700.351,41.692,32.525,0.782,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,45076.637673,80764,0.418492304563088,11.7735872418404,111.631057977751,59.4849289017985,12.3275937077366,3.54114673324345,2.76253951594414,0.0664198586154749,1.56,82539,1.02197761378832
"89","DEU2009",959694,"DEU","Germany",2009,1267.073,134.684,659.116,39.033,29.958,0.777,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,42658.468149,80483,0.474361658356301,11.924182746667,106.260783394499,55.2755701588215,11.2950298449297,3.2734318845382,2.51237343778329,0.0651616984163702,1.73,82253,1.02199222195992
"90","DEU2010",962892,"DEU","Germany",2010,1195.741,123.617,649.592,37.673,28.463,0.784,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,44551.69928,80284,0.439759941862945,11.9935728165014,99.6984817030363,54.1616755856316,10.3069370479763,3.14109903499042,2.37318774275827,0.0653683445287737,1.9,83886,1.04486572667032
"91","DEU2011",972357,"DEU","Germany",2011,1186.876,117.65,636.316,36.46,27.081,0.793,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,46305.630283,80275,0.413277979639299,12.1128246652133,97.9850722522695,52.532420602721,9.71284595061279,3.01003283773347,2.23572954686396,0.0654678014350696,1.93,85414,1.06401744004983
"92","DEU2012",972319,"DEU","Germany",2012,1116.642,107.679,620.807,34.646,25.282,0.787,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,46412.11546,80426,0.375737819226956,12.0896103250193,92.3637710381058,51.3504557475479,8.90673868761178,2.86576647787403,2.09121711290225,0.0650972180940617,1.96,88796,1.10407082286823
"93","DEU2013",980246,"DEU","Germany",2013,1105.623,104.086,619.904,33.627,24.186,0.804,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0,46488.045867,80646,0.385137204151348,12.1549239887905,90.9609143602728,51.0002366589611,8.56327856068783,2.76653313760015,1.98981088012601,0.0661460327305595,1.88,89615,1.11121444336979
"94","DEU2014",995190,"DEU","Germany",2014,1094.4,101.138,600.793,32.669,23.065,0.812,0,5,0,0,5,0,0,0,0,0,0,5,0,0,2,2,0,0,0,5,0,0,2,0,47317.491165,80983,0.388053603858586,12.2888754429942,89.0561553070268,48.8891764577618,8.23004517127383,2.65842063023141,1.87690078778927,0.0660760216642048,1.8,90976,1.12339626835262
"95","DEU2015",1008771,"DEU","Germany",2015,1059.662,97.128,579.187,31.825,22.075,0.814,0,5,0,0,5,0,0,0,0,0,0,5,0,0,2,2,0,0,0,5,0,0,2,0,47609.557163,81687,0.36154414636315,12.3492232546182,85.8079879318498,46.9006825820726,7.86511005570144,2.57708516105241,1.78756182027437,0.0659150768608534,1.595,91603,1.12139018448468
"96","DEU2016",1027755,"DEU","Germany",2016,1035.851,94.875,556.612,31.064,21.178,0.829,0,5,0,0,5,0,0,0,0,0,0,5,0,0,2,2,0,0,0,5,0,0,2,0,48279.984177,82349,0.368479775715703,12.4804794229438,82.9976930289806,44.5986072439443,7.6018714333669,2.48900694815399,1.69688994166898,0.066423730363754,1.39,94197,1.14387545689687
"97","DEU2017",977430,"DEU","Germany",2017,1017.51,93.306,528.123,30.342,20.341,0.845,0,5,0,0,5,0,0,0,0,0,0,5,0,0,2,2,0,0,0,5,0,0,2,0,49389.274605,82657,0.39331453375255,11.8251327776232,86.0463911175225,44.6610630029772,7.89048222583714,2.56589085049569,1.72014981840132,0.0714579714148328,1.39,95530,1.15573998572414
"98","DNK2000",64194,"DNK","Denmark",2000,280.801,40.416,83.103,4.218,3.583,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45363.342825,5338,0.2288051271229,12.0258523791682,23.3497793874817,6.91036255724834,3.36075969716796,0.350744368632582,0.297941458703306,0.029519737047076,1.01,5537,1.03727988010491
"99","DNK2001",63386,"DNK","Denmark",2001,271.004,37.668,80.382,4.051,3.415,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45574.535188,5357,0.253562953094562,11.8323688631697,22.9036132268955,6.79339876313382,3.18347073486259,0.342365932540309,0.288615072728994,0.0300869592654529,1.05,5721,1.0679484786261
"100","DNK2002",63473,"DNK","Denmark",2002,250.323,34.318,77.374,3.873,3.227,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45625.24814,5376,0.187639730831979,11.8067336309524,21.20171487089,6.55337898003876,2.90664641658658,0.328033147952673,0.273318607912026,0.0304910749452523,1.09,5754,1.0703125
"101","DNK2003",64016,"DNK","Denmark",2003,241.705,32.152,77.185,3.94,3.266,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45684.24397,5390,0.297291202959354,11.8768089053803,20.3510052174456,6.49879951887028,2.70712446888278,0.331738940264934,0.274989690077481,0.0315741377155711,1.3,5893,1.09332096474954
"102","DNK2004",65452,"DNK","Denmark",2004,215.785,28.225,75.521,3.899,3.2,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46790.3474,5403,0.350830486995189,12.114010734777,17.8128453675976,6.23418631974577,2.3299467548738,0.321858720894701,0.264156939436534,0.031781381775958,1.51,6074,1.12419026466778
"103","DNK2005",65517,"DNK","Denmark",2005,207.386,25.898,72.072,3.846,3.142,0.078,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,47742.289906,5419,0.423196536784564,12.090238051301,17.1531775569699,5.96117294747928,2.14205873284796,0.318107880397454,0.259879084817681,0.00645148587389532,1.55,6136,1.13231223472965
"104","DNK2006",66191,"DNK","Denmark",2006,187.256,22.898,70.215,3.875,3.147,0.08,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,49446.206732,5437,0.51403559623511,12.1741769358102,15.3814094363282,5.76753569216359,1.88086637156109,0.318296671752957,0.258497968001692,0.00657128612651267,1.58,6274,1.15394519036233
"105","DNK2007",67815,"DNK","Denmark",2007,170.329,20.471,68.179,3.846,3.084,0.084,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,49685.607143,5460,0.419522750660913,12.4203296703297,13.7137261667773,5.48930679053307,1.64818491484185,0.309653616456536,0.248302587923026,0.00676310550763106,1.56,6353,1.16355311355311
"106","DNK2008",67791,"DNK","Denmark",2008,156.097,18.176,61.301,3.586,2.838,0.082,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,49134.243219,5493,0.381376212112303,12.3413435281267,12.6482987564721,4.96712532637076,1.4727731999823,0.29056804000531,0.229958755587025,0.00664433331858211,1.54,6475,1.17877298379756
"107","DNK2009",67236,"DNK","Denmark",2009,139.144,15.877,53.765,3.206,2.497,0.077,1,1,0,0,2,0,0,0,1,0,0,2,0,1,0,1,0,0,0,2,0,1,1,0,46469.654355,5523,0.284203710926601,12.1738185768604,11.4297744065679,4.41644498482956,1.30419226307335,0.263352043548099,0.20511230590755,0.00632504908084955,1.77,6367,1.1528154988231
"108","DNK2010",66612,"DNK","Denmark",2010,134.263,14.964,52.576,3.17,2.46,0.077,2,1,0,0,3,0,0,0,1,0,0,3,0,1,1,2,0,0,0,3,0,1,2,0,47134.277087,5547,0.371791586364383,12.0086533261222,11.1805209421726,4.37817618447127,1.246101423167,0.263976310574671,0.204852278868672,0.00641204287515763,2,6577,1.18568595637281
"109","DNK2011",66612,"DNK","Denmark",2011,110.819,12.187,49.456,2.974,2.25,0.075,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,47567.126032,5570,0.417606641711454,11.959066427289,9.26652600132108,4.13543986068576,1.01905947877259,0.248681618927521,0.18814177625653,0.00627139254188434,2.01,6890,1.23698384201077
"110","DNK2012",67039,"DNK","Denmark",2012,101.444,10.867,45.071,2.782,2.078,0.072,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,47495.796995,5591,0.51290076377823,11.9905204793418,8.46035000522084,3.75888603648622,0.906299273557183,0.232016617192977,0.173303569563985,0.00600474350751055,2.02,7020,1.25558934001073
"111","DNK2013",67551,"DNK","Denmark",2013,92.537,9.757,42.044,2.639,1.941,0.07,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,47751.198646,5613,0.38944514596866,12.0347407803314,7.68915605986588,3.49355260469867,0.810736199316072,0.219281831505085,0.161283075009992,0.00581649420437891,2.02,7076,1.26064493140923
"112","DNK2014",67026.550518915,"DNK","Denmark",2014,82.294,8.623,40.029,2.549,1.832,0.072,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,48266.507,5643,0.4104128531781,11.877822172411,6.92837447854265,3.37006224027977,0.725974835692435,0.21460163008002,0.154237028758963,0.00606171728747017,2.01,6808,1.20645046960836
"113","DNK2015",67544.075461366,"DNK","Denmark",2015,78.06,8.118,37.613,2.492,1.758,0.073,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,49058.142379,5682,0.396274910890372,11.8873768851401,6.56662952258034,3.16411268553439,0.682909280864811,0.209634137461827,0.14788796695742,0.00614096791120119,1.78,6808,1.19816965857093
"114","DNK2016",66544.317598197,"DNK","Denmark",2016,71.048,7.423,34.827,2.408,1.662,0.074,2,4,0,0,6,0,0,0,1,0,0,4,0,1,1,3,0,0,0,6,0,1,3,0,50235.017804,5729,0.387363446321513,11.6153460635708,6.11673553341884,2.9983609450284,0.639068346252787,0.207311946352783,0.14308656762389,0.00637088207230315,1.55,6653,1.16128469191831
"115","ESP2000",330263,"ESP","Spain",2000,1073.83,209.242,499.781,29.04,25.423,15.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32467.837524,40554.387,0.6824614507554,8.14370588316376,131.860115702364,61.3702173396566,25.6937078772191,3.56594410660595,3.12179741812132,1.91620378042651,0.73,20144,0.496715682078982
"116","ESP2001",336520,"ESP","Spain",2001,973.973,185.768,490.551,28.7,24.913,12.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33569.573358,40766.05,0.705541000676337,8.25490818953516,117.987139001099,59.4253732127362,22.503945014858,3.47671946689647,3.01796209333769,1.56791568153453,0.78,20828,0.510915332733978
"117","ESP2002",362576,"ESP","Spain",2002,851.39,156.34,483.015,27.739,23.838,11.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33939.001707,41423.52,0.810307734612286,8.75290173312167,97.2694571422267,55.1834139954106,17.8615052204228,3.16912046379242,2.72343969198182,1.29774106305988,0.83,21211,0.512052090213483
"118","ESP2003",371137,"ESP","Spain",2003,756.418,142.549,486.748,28.422,24.264,12.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34310.992562,42196.231,0.761043758145247,8.79550119061582,86.0005568309223,55.3405643920924,16.2070354958385,3.23142472316692,2.75868304422356,1.38650427482304,1.02,21127,0.500684527961751
"119","ESP2004",383650,"ESP","Spain",2004,668.039,121.344,500.148,27.893,23.797,12.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34835.161845,42859.173,0.717979169909799,8.95140930507455,74.6294775752561,55.8736599963613,13.5558542643347,3.11604564704548,2.65846406850254,1.43016586145184,1.21,20386,0.475650801754854
"120","ESP2005",390973,"ESP","Spain",2005,596.311,107.167,489.145,27.781,23.534,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35442.938401,43662.613,0.83698364685246,8.95441140913852,66.5941034819361,54.6261476774227,11.968067481312,3.10249314339609,2.62820177951419,0.248145846608334,1.18,21624,0.495252082141763
"121","ESP2006",390306,"ESP","Spain",2006,507.903,89.472,476.7,27.365,22.936,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36316.577278,44360.521,0.74544298637621,8.79849900771003,57.7260961846935,54.1796958301948,10.1690072274369,3.11018958756719,2.60680827262712,0.26254478155601,1.15,22105,0.498303435164794
"122","ESP2007",402456,"ESP","Spain",2007,456.108,78.376,470.62,27.193,22.597,2.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36897.48058,45236.005,0.663535304152372,8.89680686877632,51.2664832144135,52.8976302331186,8.80945277963305,3.05648986215884,2.53990002630101,0.269872105286044,1.19,21857,0.483177062165415
"123","ESP2008",403475,"ESP","Spain",2008,377.226,63.303,418.914,24.563,20.226,2.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36619.962939,45983.168,0.684667577091595,8.77440632189587,42.9916265740579,47.7427172428329,7.21450519587087,2.79939167379392,2.3051132188314,0.258820929495012,1.23,23969,0.521255951743038
"124","ESP2009",407444,"ESP","Spain",2009,323.585,53.27,383.657,22.927,18.711,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34949.717507,46367.55,0.802878011858973,8.78726609449928,36.8243087804704,43.6605647165009,6.06218127767252,2.60911639108687,2.12933121619167,0.0499586555453019,1.4,23137,0.498991212604505
"125","ESP2010",392531,"ESP","Spain",2010,300.957,46.61,361.347,21.805,17.703,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34860.134242,46562.483,0.65795068375352,8.43019905102569,35.6998687905694,42.8634007112839,5.52893232032629,2.58653441846631,2.09995041550604,0.0508884781252946,1.56,22456,0.482276686146656
"126","ESP2011",389763,"ESP","Spain",2011,253.735,38.175,337.695,19.75,15.812,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34447.681743,46736.257,0.513893538907114,8.33962805365436,30.4252178115804,40.4928130879919,4.57754227819213,2.36821113279095,1.8960078193261,0.0348936425135274,1.66,22795,0.487736961905186
"127","ESP2012",375576,"ESP","Spain",2012,222.18,32.668,303.743,17.557,13.892,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33406.674723,46766.403,0.473686900494894,8.03089345999093,27.665663989552,37.8218191429404,4.06779148082945,2.18618265669532,1.7298199844399,0.0326240164067992,1.75,22476,0.480601426626718
"128","ESP2013",370375,"ESP","Spain",2013,195.654,26.758,285.266,16.404,12.819,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33049.533284,46593.236,0.421791100764013,7.94911518916608,24.613305423811,35.8865097827229,3.36616080698751,2.06362590170503,1.61263231126291,0.0344692451272359,1.69,23788,0.510546208896072
"129","ESP2014",348173,"ESP","Spain",2014,183.737,24.83,277.526,15.739,12.068,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33606.525829,46455.123,0.402478954760071,7.49482462892198,24.5151833561218,37.0290185215338,3.31295276799177,2.09998242510763,1.61017776899415,0.0365585605489225,1.63,25072,0.539703661962105
"130","ESP2015",363942,"ESP","Spain",2015,174.083,23.232,270.058,15.172,11.383,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34929.209686,46410.149,0.37907142134201,7.84186234782396,22.1991909929796,34.4379929182177,2.96256156631551,1.93474449397981,1.45156845339917,0.0360883661874694,1.45,26142,0.563281966623292
