Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19612464,AIR_7,COUNTRY,AGO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,43715 [36633–50551],43715.32227,36633.45703,50551.14063,,2018-07-06T10:48:23Z,2016,2016-01-01,2016-12-31
19612465,AIR_7,COUNTRY,AGO,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,16158 [13340–19264],16158.02289,13339.74512,19263.86523,,2018-07-06T10:48:23Z,2016,2016-01-01,2016-12-31
19612466,AIR_7,COUNTRY,ALB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:48:23Z,2016,2016-01-01,2016-12-31
19612467,AIR_7,COUNTRY,ARE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,980 [721–1254],979.6196,720.89764,1253.9563,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612468,AIR_7,COUNTRY,ARE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,3466 [2909–4034],3465.84229,2909.21411,4034.45532,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612469,AIR_7,COUNTRY,ARG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,43909 [32424–59747],43909.20435,32424.39453,59747.17969,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612470,AIR_7,COUNTRY,ARM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,26654 [21608–31338],26653.65166,21607.8125,31337.55469,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612471,AIR_7,COUNTRY,ARM,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,2943 [2253–3909],2942.58277,2253.37647,3908.9104,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612472,AIR_7,COUNTRY,ATG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612473,AIR_7,COUNTRY,AUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,7986 [3253–15112],7985.67839,3253.01538,15111.9834,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
19612474,AIR_7,COUNTRY,AUT,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,884 [319–1643],884.16431,319.17828,1643.29187,,2018-07-06T10:48:24Z,2016,2016-01-01,2016-12-31
