Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19606698,AIR_5,COUNTRY,GAB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,16 [11–20],15.64605,11.39749,20.07337,,2018-07-06T10:16:28Z,2016,2016-01-01,2016-12-31
19606699,AIR_5,COUNTRY,GAB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,16 [12–21],16.12618,11.74725,20.68937,,2018-07-06T10:16:28Z,2016,2016-01-01,2016-12-31
19606700,AIR_5,COUNTRY,GAB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,9 [7–11],9.21432,7.27465,11.13867,,2018-07-06T10:16:28Z,2016,2016-01-01,2016-12-31
19606701,AIR_5,COUNTRY,GBR,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,4 [2–7],3.74482,1.69403,6.54566,,2018-07-06T10:16:28Z,2016,2016-01-01,2016-12-31
19606702,AIR_5,COUNTRY,GBR,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,5 [2–13],5.29763,2.09617,12.91221,,2018-07-06T10:16:28Z,2016,2016-01-01,2016-12-31
19606703,AIR_5,COUNTRY,GHA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,0 [0–0],0.20464,0.12018,0.29954,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606704,AIR_5,COUNTRY,GHA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,0 [0–0],0.32484,0.19078,0.47548,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606705,AIR_5,COUNTRY,GMB,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,9 [7–11],9.18307,7.47381,10.88668,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606706,AIR_5,COUNTRY,GMB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,0 [0–0],0.14942,0.08768,0.2188,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606707,AIR_5,COUNTRY,GMB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,5 [4–6],4.96065,4.08411,5.89748,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606708,AIR_5,COUNTRY,GNB,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,19 [12–26],18.74891,11.74018,26.36956,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606709,AIR_5,COUNTRY,GNQ,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,10 [8–12],10.32113,8.47317,12.13062,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606710,AIR_5,COUNTRY,GNQ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,6 [5–7],5.94421,5.00343,6.99033,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606711,AIR_5,COUNTRY,GNQ,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,6 [5–6],5.58016,4.72771,6.46392,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606712,AIR_5,COUNTRY,GRD,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,1 [1–2],1.21171,0.66343,1.8574600000000001,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606713,AIR_5,COUNTRY,GRD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,7 [5–11],7.22053,4.90534,11.00557,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606714,AIR_5,COUNTRY,GUY,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,6 [4–10],6.48575,3.5947,9.82271,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606715,AIR_5,COUNTRY,GUY,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,27 [22–32],27.02846,22.20729,31.87198,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606716,AIR_5,COUNTRY,GUY,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,0 [0–0],0.32184,0.17448,0.49764,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606717,AIR_5,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2 [1–4],2.3187,1.13347,3.74687,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606718,AIR_5,COUNTRY,HRV,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,3 [1–4],2.61136,1.27653,4.21979,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606719,AIR_5,COUNTRY,HRV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,38 [26–50],37.73239,25.70666,50.08925,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606720,AIR_5,COUNTRY,HTI,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,0 [0–1],0.40046,0.20448,0.64922,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606721,AIR_5,COUNTRY,HTI,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,10 [8–13],9.90969,7.56516,13.26348,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606722,AIR_5,COUNTRY,IDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1 [1–2],1.1942,0.61598,1.92297,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
19606723,AIR_5,COUNTRY,IDN,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,2 [1–3],1.70818,0.88108,2.75059,,2018-07-06T10:16:29Z,2016,2016-01-01,2016-12-31
