Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19618527,AIR_8,COUNTRY,AZE,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,4836 [2401–7759],4836.29639,2401.30493,7759.43213,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618528,AIR_8,COUNTRY,DZA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,77126 [56337–98870],77126.47656,56337.30469,98870.02344,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618529,AIR_8,COUNTRY,IDN,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,135352 [63418–224644],135351.7188,63417.97266,224643.9375,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618530,AIR_8,COUNTRY,TLS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,7316 [3794–11399],7316.24658,3794.41528,11398.57813,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618531,AIR_8,COUNTRY,GRC,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,209 [96–347],209.0463,95.52018,347.38849,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618532,AIR_8,COUNTRY,JOR,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,4468 [3121–5919],4468.48779,3120.7522,5918.80859,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618533,AIR_8,COUNTRY,SGP,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,124 [62–199],124.09286,61.72628,198.64696,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618534,AIR_8,COUNTRY,UGA,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,187496 [143755–233923],187495.9531,143755.2656,233923.2813,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618535,AIR_8,COUNTRY,BEL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,148 [55–270],147.57988,54.99907,269.95938,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
19618536,AIR_8,COUNTRY,ERI,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,20676 [15656–26032],20675.65234,15655.56738,26032.14258,,2018-07-06T10:51:07Z,2016,2016-01-01,2016-12-31
