Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19616179,AIR_90,COUNTRY,LUX,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,118 [87–147],117.69793,87.44014,146.50558,,2018-07-06T10:50:04Z,2016,2016-01-01,2016-12-31
19616180,AIR_90,COUNTRY,LUX,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,25 [11–44],24.84103,11.06878,43.78547,,2018-07-06T10:50:04Z,2016,2016-01-01,2016-12-31
19616181,AIR_90,COUNTRY,LVA,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,145 [89–256],144.66328,89.09153,255.57733,,2018-07-06T10:50:04Z,2016,2016-01-01,2016-12-31
19616182,AIR_90,COUNTRY,MAR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,207 [143–277],206.95691,142.95947,276.66913,,2018-07-06T10:50:04Z,2016,2016-01-01,2016-12-31
19616183,AIR_90,COUNTRY,MCO,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:04Z,2016,2016-01-01,2016-12-31
19616184,AIR_90,COUNTRY,MDA,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,107 [50–174],106.78822,50.33749,174.42355,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616185,AIR_90,COUNTRY,MDG,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,9 [5–13],8.6784,4.71293,13.40324,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616186,AIR_90,COUNTRY,MDV,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,41 [26–60],40.61209,26.24261,60.17553,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616187,AIR_90,COUNTRY,MEX,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,110 [61–167],109.76954,61.24907,166.51849,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616188,AIR_90,COUNTRY,MHL,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616189,AIR_90,COUNTRY,MKD,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,51 [34–69],50.82653,34.4115,68.6605,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616190,AIR_90,COUNTRY,MLI,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,10 [6–14],9.8923,5.88816,14.37489,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616191,AIR_90,COUNTRY,MLT,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,45 [28–80],45.40251,27.95592,79.77505,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616192,AIR_90,COUNTRY,MMR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,613 [439–798],613.03094,438.51816,798.40094,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616193,AIR_90,COUNTRY,MMR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616194,AIR_90,COUNTRY,MNE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616195,AIR_90,COUNTRY,MNE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,247 [186–310],247.14992,186.46214,309.60498,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616196,AIR_90,COUNTRY,MNE,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,309 [233–412],309.08371,233.13843,411.74527,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616197,AIR_90,COUNTRY,MNG,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,131 [97–167],130.52266,96.93544,166.84227,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616198,AIR_90,COUNTRY,MOZ,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,264 [219–308],264.4613,219.18758,308.02615,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
19616199,AIR_90,COUNTRY,MOZ,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,6 [3–9],5.98005,3.20981,9.29998,,2018-07-06T10:50:05Z,2016,2016-01-01,2016-12-31
