Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19616356,AIR_9,COUNTRY,NAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,218 [180–255],218.02878,180.17285,255.0247,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616357,AIR_9,COUNTRY,NAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,8 [4–12],7.58638,4.16557,11.60304,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616358,AIR_9,COUNTRY,NER,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616359,AIR_9,COUNTRY,NIC,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,81 [64–100],81.07114,63.83661,100.03799,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616360,AIR_9,COUNTRY,NIC,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,82 [65–100],81.83645,65.09021,99.99043,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616361,AIR_9,COUNTRY,NLD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,195 [145–242],195.42194,145.47609,241.75702,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616362,AIR_9,COUNTRY,NLD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,106 [50–178],105.51517,50.27665,178.13869,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616363,AIR_9,COUNTRY,NOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616364,AIR_9,COUNTRY,NZL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,42 [22–87],41.55466,22.15972,87.30955,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616365,AIR_9,COUNTRY,OMN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,15 [9–22],15.34098,9.46227,21.781860000000002,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616366,AIR_9,COUNTRY,OMN,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,7 [5–11],7.4591,4.60075,10.59079,,2018-07-06T10:50:09Z,2016,2016-01-01,2016-12-31
19616367,AIR_9,COUNTRY,PAK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616368,AIR_9,COUNTRY,PER,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,102 [85–122],102.12767,84.53713,122.13009,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616369,AIR_9,COUNTRY,PHL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,314 [244–390],314.32376,244.40472,389.79773,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616370,AIR_9,COUNTRY,PNG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616371,AIR_9,COUNTRY,PNG,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,231 [185–276],230.90567,184.67619,275.77573,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616372,AIR_9,COUNTRY,PRT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,123 [71–246],122.63662,71.02779,245.60847,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616373,AIR_9,COUNTRY,PRY,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,19 [9–33],19.17379,8.96196,32.68752,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616374,AIR_9,COUNTRY,PRY,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,7 [3–13],7.43023,3.47294,12.66706,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616375,AIR_9,COUNTRY,QAT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616376,AIR_9,COUNTRY,QAT,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,138 [118–160],138.17764,118.05605,159.97879,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616377,AIR_9,COUNTRY,RWA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,5 [3–8],5.32844,3.23691,7.64853,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616378,AIR_9,COUNTRY,RWA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,108 [91–125],107.82728,91.11526,125.41193,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616379,AIR_9,COUNTRY,SAU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,24 [17–31],24.19578,16.98625,31.25651,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616380,AIR_9,COUNTRY,SAU,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,15 [10–19],14.6934,10.31527,18.98119,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616381,AIR_9,COUNTRY,SDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616382,AIR_9,COUNTRY,SDN,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,739 [638–841],738.53827,638.32593,841.49762,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616383,AIR_9,COUNTRY,SGP,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,104 [81–130],103.61894,80.57249,130.44588,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616384,AIR_9,COUNTRY,SLB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,121 [91–156],121.12667,90.62849,155.70857,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616385,AIR_9,COUNTRY,SLE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,2 [1–3],2.05487,1.09807,3.21002,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616386,AIR_9,COUNTRY,SLV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616387,AIR_9,COUNTRY,SLV,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,294 [239–345],293.70914,239.06296,345.42578,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616388,AIR_9,COUNTRY,SOM,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,165 [137–193],164.55167,136.68079,192.75189,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616389,AIR_9,COUNTRY,SRB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,82 [50–116],81.6619,50.16822,116.35859,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616390,AIR_9,COUNTRY,SRB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,363 [203–548],362.51706,202.84413,547.74213,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616391,AIR_9,COUNTRY,SSD,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,7 [4–10],6.73988,4.17302,9.54085,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616392,AIR_9,COUNTRY,STP,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,144 [119–167],143.60982,119.21889,166.83308,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616393,AIR_9,COUNTRY,STP,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,134 [113–155],134.28885,113.4425,154.91676,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616394,AIR_9,COUNTRY,SUR,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616395,AIR_9,COUNTRY,SWE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,19 [4–45],19.31331,4.30759,44.5125,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616396,AIR_9,COUNTRY,SWZ,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,195 [160–229],195.1039,159.71014,229.29851,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616397,AIR_9,COUNTRY,SWZ,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,179 [147–210],179.06866,147.32404,209.57617,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616398,AIR_9,COUNTRY,SYC,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616399,AIR_9,COUNTRY,TGO,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,2 [1–3],2.38952,1.4156,3.48065,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616400,AIR_9,COUNTRY,THA,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,230 [187–272],230.47726,186.63483,271.68604,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616401,AIR_9,COUNTRY,THA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,442 [371–510],441.83386,371.03885,509.54254,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616402,AIR_9,COUNTRY,TJK,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616403,AIR_9,COUNTRY,TON,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,34 [15–58],33.88605,15.46648,58.32852,,2018-07-06T10:50:10Z,2016,2016-01-01,2016-12-31
19616404,AIR_9,COUNTRY,TON,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,18 [8–31],17.87477,8.15851,30.76808,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616405,AIR_9,COUNTRY,TTO,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,803 [662–937],802.62268,661.74084,937.02936,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616406,AIR_9,COUNTRY,TUN,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616407,AIR_9,COUNTRY,TZA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,2 [1–2],1.64157,0.93463,2.45412,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616408,AIR_9,COUNTRY,UGA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,169 [147–193],169.13794,146.64886,193.45963,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616409,AIR_9,COUNTRY,UKR,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616410,AIR_9,COUNTRY,UKR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,1797 [1422–2146],1797.45422,1421.90772,2146.18384,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616411,AIR_9,COUNTRY,USA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,26 [5–63],25.95956,4.53402,63.13451,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616412,AIR_9,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,214 [134–304],214.34999,133.89374,303.57361,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616413,AIR_9,COUNTRY,UZB,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,192 [120–273],192.44272,120.20936,272.54739,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616414,AIR_9,COUNTRY,UZB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,21 [12–32],21.00228,11.82425,31.63419,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616415,AIR_9,COUNTRY,VCT,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,469 [386–554],469.36319,385.74985,554.05029,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616416,AIR_9,COUNTRY,VEN,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616417,AIR_9,COUNTRY,VEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,371 [302–435],371.27835,301.91345,434.81546,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616418,AIR_9,COUNTRY,VUT,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,151 [45–305],151.12747,44.96446,305.12173,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616419,AIR_9,COUNTRY,WSM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,89 [29–176],89.39249,28.72095,175.50247,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616420,AIR_9,COUNTRY,YEM,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,1010 [871–1159],1009.68213,871.4754,1158.60681,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616421,AIR_9,COUNTRY,ZAF,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616422,AIR_9,COUNTRY,ZAF,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,322 [262–377],321.99246,261.63428,377.09637,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616423,AIR_9,COUNTRY,ZWE,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,721 [381–1115],720.82941,380.79248,1114.7273,,2018-07-06T10:50:11Z,2016,2016-01-01,2016-12-31
19616739,AIR_9,COUNTRY,PER,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,324 [200–461],323.5163,200.17857,461.1955,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616740,AIR_9,COUNTRY,PER,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,27 [15–41],27.1403,15.19989,41.03031,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616741,AIR_9,COUNTRY,POL,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616742,AIR_9,COUNTRY,PRK,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,148 [102–197],147.67616,101.97404,197.42784,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616743,AIR_9,COUNTRY,PRK,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,189 [112–276],189.35291,111.69787,276.47528,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616744,AIR_9,COUNTRY,PRY,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,94 [31–182],94.01115,31.15166,182.4453,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616745,AIR_9,COUNTRY,PRY,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,251 [201–299],250.77542,201.48653,299.01501,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616746,AIR_9,COUNTRY,PRY,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,129 [97–169],128.84398,97.00942,168.69658,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616747,AIR_9,COUNTRY,ROU,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616748,AIR_9,COUNTRY,RUS,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,51 [22–88],50.56664,21.8381,87.83207,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616749,AIR_9,COUNTRY,RUS,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,29 [15–48],29.32416,14.74197,47.92707,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616750,AIR_9,COUNTRY,RWA,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,147 [126–168],146.57559,125.73289,168.07704,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616751,AIR_9,COUNTRY,SAU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,218 [173–261],217.62762,173.26912,260.87885,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616752,AIR_9,COUNTRY,SAU,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,162 [140–187],162.2197,140.33505,186.94064,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616753,AIR_9,COUNTRY,SDN,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,9 [6–13],9.26885,5.90369,12.81408,,2018-07-06T10:50:20Z,2016,2016-01-01,2016-12-31
19616754,AIR_9,COUNTRY,SEN,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616755,AIR_9,COUNTRY,SGP,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,223 [111–357],223.17947,111.01397,357.2641,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616756,AIR_9,COUNTRY,SGP,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,50 [26–79],49.97308,26.42391,79.04289,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616757,AIR_9,COUNTRY,SLB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,282 [225–338],281.63794,225.17313,338.47,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616758,AIR_9,COUNTRY,SLE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,1365 [715–2118],1365.02942,714.77454,2118.18652,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616759,AIR_9,COUNTRY,SLE,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,304 [243–371],304.06125,243.30856,371.33688,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616760,AIR_9,COUNTRY,SLV,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,20 [11–30],19.90281,11.04353,30.23738,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616761,AIR_9,COUNTRY,SMR,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE104,,,,,0 [0–0],0,0,0,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616762,AIR_9,COUNTRY,SOM,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,2986 [2014–4032],2985.80615,2013.99316,4032.20654,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616763,AIR_9,COUNTRY,SOM,YEAR,2016,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,5 [3–7],4.94438,2.88805,7.25948,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616764,AIR_9,COUNTRY,SRB,YEAR,2016,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,884 [724–1039],884.47687,724.2804,1039.3562,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
19616765,AIR_9,COUNTRY,SSD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,2078 [1549–2641],2077.88916,1548.80408,2640.53711,,2018-07-06T10:50:21Z,2016,2016-01-01,2016-12-31
