"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EP.PMP.SGAS.CD","Pump price for gasoline (US$ per liter)","Fuel prices refer to the pump prices of the most widely sold grade of gasoline. Prices have been converted from the local currency to U.S. dollars.","German Agency for International Cooperation (GIZ).",
